SubscriptionID,CustomerID,PlanID,StartDate,EndDate,Status,AutoRenew
3424a4f2-a5d1-44b8-b1a5-e98cd2c3d5c4,720,2,2025-02-08,,Active,No
07f86dc3-4e9c-4c70-8940-ae338a424059,721,3,2025-07-10,,Active,No
a7358a65-adc6-47bb-9c86-2a50d897622b,722,3,2024-05-02,,Active,Yes
f724a132-f38d-4a60-8249-1b42a466e70b,723,2,2023-03-07,,Active,No
fa8cd847-0ffb-4ccb-a522-3b5e0a2287dc,724,2,2025-08-29,,Active,No
e443c0b0-5492-4fb3-aa85-f2c55d785b75,725,3,2024-07-17,2026-01-19,Churned,No
87b8a473-8d20-4561-94c9-790bcbd09fb8,726,2,2023-11-16,,Active,No
0b9e853b-ce45-4736-a679-b3db0adf547b,727,3,2024-08-28,,Active,No
4f192e01-5178-4ff0-a7bf-b16097594008,728,3,2023-08-01,,Active,No
679acfd7-79ad-41a8-92cf-396dd23f8ea2,729,3,2023-12-30,2026-02-04,Churned,No
290cd190-16bb-46c4-9c5f-8cd48d22b6ed,730,2,2023-03-04,2024-05-16,Churned,No
6741be13-fdcd-4f5c-8b5d-ced5bfa82f44,731,2,2024-11-12,,Active,No
ce2caa31-7438-439d-96e6-baea7f6c83d7,732,2,2025-05-08,,Active,Yes
a2c6ee81-9644-4a1a-81a8-fe3066eea5bd,733,2,2025-08-23,,Active,No
0fbd3e92-6b2f-4433-afc9-20bcca28af7f,734,2,2026-01-14,2026-02-06,Churned,No
eaa7b2f3-fada-4d4d-81fb-7179fab3c67b,735,2,2023-12-24,,Active,Yes
db454298-444f-41a9-a1b1-6682919b82ab,736,2,2024-12-19,,Active,No
984eb6d0-0980-47b2-8774-b42b8e0d4517,737,2,2024-08-17,,Active,Yes
80c82114-2d5c-41f3-8e74-26efdfa3e921,738,1,2024-12-04,2025-10-27,Churned,No
b10ca372-7c5a-4381-be19-f50ad93597ff,739,3,2024-11-15,,Active,Yes
d3f08bc1-3970-4353-939e-28c1e65e7f56,740,3,2024-08-17,,Active,No
20219780-d184-4b54-b9d8-1cc34a4efd78,741,2,2023-12-05,,Active,No
b3bf9a42-ee86-4b28-b432-8b9ccffc28ed,742,2,2025-06-09,2025-12-26,Churned,No
7f28208b-41b9-4305-8a10-e54e226a04d2,743,3,2024-08-15,,Active,No
3328f38b-b3c0-4265-8cb1-bfdf06dd717a,744,1,2025-10-31,,Active,No
cef5485d-619f-4064-9f0e-ab946485f94f,745,3,2024-09-23,,Active,No
c2826dc4-cda9-4198-a007-736764b6c0b6,746,2,2023-09-14,2024-03-16,Churned,Yes
11f5d0d6-c5aa-46e2-b523-5311fb10f324,747,3,2025-10-01,,Active,No
dd3298c7-bde9-46dc-b8f9-ea6adc77dfc2,748,3,2025-05-22,2025-10-02,Churned,Yes
41c90366-9ed7-4997-a6df-bc50ef6b6d04,749,2,2026-01-24,2026-01-31,Churned,Yes
5772b720-98f6-4e53-9c63-7ceda2ef434a,750,2,2024-11-01,,Active,Yes
6693c26d-a1f6-4599-9e8c-63f3d2dea045,751,1,2023-05-10,,Active,Yes
5e66f785-22c9-4949-abd0-3350bd2a90a5,752,1,2023-07-30,,Active,Yes
b4d9a878-4978-4434-9007-62c73ce6c878,753,1,2025-11-16,,Active,No
ed127d65-79c1-41d9-9f44-0530633fb62f,754,3,2025-06-06,,Active,No
31dc9212-b8b2-47d0-a794-aaf000fd633c,755,2,2023-11-23,2025-08-27,Churned,No
153a5d72-8173-4fd6-8cfa-8f9c8e59ca98,756,3,2023-05-07,,Active,No
6e44206d-9421-4bde-ae71-3707a17113f9,757,1,2026-02-07,2026-02-07,Churned,Yes
644d9d85-d748-4570-90f8-0fe736f82df1,758,3,2023-07-20,,Active,Yes
3ac21ed2-8709-4f35-8e3a-268a6de4a7ce,759,3,2024-11-15,2026-01-18,Churned,No
e31f4776-dd74-420c-a0b7-6f04a1c40b7d,760,2,2024-09-04,,Active,No
86bd68a9-a7ec-45d6-ada2-cde161e2a464,761,1,2024-02-12,,Active,Yes
f905ab78-a9f2-484c-a9e4-83877283d441,762,1,2025-03-06,,Active,Yes
324d54fe-8b4e-4151-9d98-e7985744269e,763,2,2025-06-07,,Active,Yes
921f1852-2a1c-4421-bb8a-dd2531fe9c13,764,2,2023-05-23,,Active,No
39202b9d-f1c0-41e4-b3fe-160982fb0fdd,765,2,2025-06-21,,Active,Yes
47656841-73fb-4ead-9994-80d7c8be114c,766,3,2023-10-12,,Active,Yes
7370e8d0-adfc-46fc-83f4-78b588815513,767,1,2025-08-05,,Active,Yes
dd53db5d-33df-48a3-980c-97b416594fed,768,3,2025-12-24,,Active,Yes
acd2f0b4-e163-4ef5-8448-48dbc208bf03,769,1,2026-01-06,,Active,No
3ca4db30-b0fe-40ea-a2e7-a777257e578a,770,1,2025-08-04,,Active,Yes
528746d9-0baa-4268-9d89-47b49534143b,771,3,2025-10-31,,Active,Yes
538d6517-7e5b-435a-8406-a358a9ae22e1,772,1,2024-09-24,2024-11-15,Churned,Yes
19281358-e57b-4a6e-ab17-df989cd319d2,773,1,2023-07-30,,Active,Yes
23a177b3-57aa-40af-86fc-aef2d8336dc3,774,1,2023-09-12,,Active,Yes
50e1a8af-dc98-4d82-8765-d1d8ea063f36,775,3,2024-09-04,2025-04-28,Churned,No
8b5d427e-818a-40f6-823d-e871cd8a790a,776,2,2023-04-16,2024-01-06,Churned,Yes
128e21fb-2c6a-4b47-a3f4-9d6bd5fd11d2,777,1,2025-06-18,,Active,No
2eb8517c-db67-4d38-9390-83a102c7f97d,778,2,2024-05-03,,Active,Yes
312c35ba-2cb6-49f0-a073-9c31740b06da,779,1,2024-01-07,,Active,No
e1ea361f-a55f-4f0d-b6bd-c8ca80404138,780,1,2024-04-12,,Active,Yes
649ce7a5-669c-4f5b-b450-960b24e8c91c,781,3,2023-03-26,,Active,Yes
d2df98f6-b5df-43f5-869e-3330917028df,782,2,2024-01-18,2026-02-05,Churned,Yes
951d60dd-4dcd-4ab8-aaef-11accc0d0e3a,783,2,2025-01-11,,Active,No
f4c11ef1-a0bd-43d2-a243-43f27f2ae7d8,784,2,2024-03-03,,Active,Yes
d05be0ed-99cd-44a8-b148-e247f758ca31,785,1,2025-01-23,,Active,Yes
1d59918a-55e1-468a-89e0-186fa27ef92c,786,3,2023-04-18,,Active,No
22f9cb82-7a0c-4e80-b452-1920ae746929,787,3,2025-06-27,,Active,Yes
0fcc5179-31f7-4328-8066-1c5f58b2fc3a,788,3,2023-11-22,,Active,No
f80a76c9-ff03-439d-9378-f7ebc92f62a2,789,1,2024-10-20,,Active,Yes
371c1d67-0943-46df-b596-a14363326d73,790,1,2025-10-24,,Active,Yes
1102c1b2-b927-4f87-9f20-7530e6a61982,791,3,2025-01-10,,Active,No
c52edcb2-b52b-4f4b-828d-d5ae01a55fd8,792,1,2024-11-11,,Active,No
52345c0c-04be-4004-b77a-641cf134e0cf,793,2,2024-03-12,,Active,Yes
72433c62-620f-4dc0-83dd-04c336b5247a,794,1,2025-12-21,,Active,Yes
e4747100-61c6-43f0-83be-13242711bfde,795,2,2025-07-24,,Active,Yes
83c3a116-7e82-4749-9ddc-7eafc45a7c58,796,1,2023-09-10,2024-12-07,Churned,No
3f160d72-9030-4bb1-8abe-e2289039505a,797,1,2023-10-03,2025-11-21,Churned,Yes
850ba7c6-a214-497e-b2b4-32d032a67a0c,798,1,2023-06-06,2026-01-29,Churned,No
6198d10c-5b44-44fa-ad30-40d931588cdf,799,1,2023-09-27,2023-10-02,Churned,No
bd3a54ca-977d-4c24-8fcb-87fcbdbc9d6e,800,2,2023-11-19,,Active,No
f5304c5a-ce9c-44ce-a7fe-3351c4a5e002,801,2,2024-06-03,,Active,Yes
daf5a2e1-c410-43a4-86e6-634b19fb6708,802,1,2025-04-23,,Active,Yes
e4929f83-bb20-42a8-9d75-e5c5d3377338,803,2,2026-01-16,,Active,No
9f7fa29c-17c0-4492-a797-9c0b57f27564,804,2,2025-11-22,2025-11-27,Churned,Yes
362688d2-645f-41e6-9aee-eccd154ca88b,805,3,2025-03-27,2025-12-25,Churned,No
8935dc05-818e-452f-a5de-8aaf30acbf0a,806,2,2023-04-26,,Active,Yes
06deb00d-4b65-4ff7-80cd-29b31eab3a72,807,3,2023-10-16,,Active,No
2987b10f-d3d0-45de-960f-54a3dbb88840,808,1,2024-04-07,,Active,Yes
d4b8f289-c998-499f-aeeb-d8f2e2688ec9,809,3,2024-09-21,,Active,No
6723a24e-2ae5-4de9-bd63-daa2b664a45d,810,3,2025-11-02,,Active,Yes
7b6669f3-03dc-48ec-b6c3-5764a3a9bd22,811,1,2025-02-06,,Active,Yes
1885d9fc-60df-4760-b6f6-3da0d58fb006,812,2,2023-07-17,,Active,No
4ee4dc2f-02e6-4e77-8f13-2dd8a623de1d,813,3,2023-04-23,,Active,No
baca7a71-6cc2-4319-b194-6b1d0035c89b,814,3,2024-03-02,,Active,No
25154dac-1f78-4fe0-aa45-ea9ba6d6fc49,815,2,2025-03-10,,Active,Yes
f6faeb14-1dbb-4361-a3f2-19841930b752,816,3,2023-08-26,,Active,No
0967f613-48cd-4089-a311-d3910558a685,817,2,2023-06-21,,Active,No
92ce8a82-6b61-4fcb-a502-778606a46327,818,3,2023-04-16,2025-03-01,Churned,Yes
2a8aeab9-dd53-4e8f-bfd4-3ea073c22169,819,1,2024-11-14,,Active,No
e575bda7-c92c-48f7-b32f-5e79713d1492,820,2,2025-07-27,,Active,No
0a7f66b5-4017-43c4-a6d6-cac96ade64b6,821,3,2025-09-28,,Active,Yes
c0091594-b929-41ca-9003-520946e62fef,822,2,2024-05-22,,Active,No
e5e73282-fc67-48c6-aa04-a00238329020,823,2,2023-12-04,,Active,No
04a0d308-b02c-42dc-858e-49ef2a7a4c16,824,2,2023-05-19,,Active,Yes
ff85b4ba-e46d-4bc1-bcfd-f5bedeaa1b64,825,1,2025-05-01,2025-09-24,Churned,Yes
dfe08baa-2d33-434e-921a-f946bdf5ebd8,826,1,2025-04-16,,Active,Yes
3c30a5c8-c020-4c10-b993-da510fdd7eb1,827,2,2025-07-02,,Active,No
313537fd-f185-4314-9699-a00a82b31eed,828,3,2023-04-19,,Active,Yes
56a2826a-280e-4534-9b90-6eaf9f879a71,829,2,2024-01-27,,Active,Yes
fc84097f-b9f2-4d4a-a1ba-e111448171b6,830,2,2023-02-10,,Active,Yes
9b213421-bd98-491e-87a6-f749d640b314,831,2,2024-02-23,2024-08-01,Churned,Yes
c2560356-aae3-471a-9cc9-502012e28918,832,2,2024-08-25,,Active,No
b2824ef2-b238-4756-8660-5cd2662ae2e4,833,3,2024-06-27,2026-01-15,Churned,No
b807fb48-583c-417b-8f0b-7e5c75bf52d4,834,1,2024-07-12,,Active,Yes
2e08ee10-155b-459b-a744-eb5e2db2b1ae,835,3,2023-02-26,,Active,No
a6f67824-86ba-4534-be57-3e23aaaeef85,836,1,2024-09-23,,Active,Yes
8878f8c0-cbef-4b30-b0e2-2c98764d1a3c,837,1,2023-12-18,,Active,No
8d06aa0f-31a0-4b45-9cf5-33a88627a21a,838,2,2025-12-12,,Active,Yes
c26305fc-9780-4f18-a84b-ced66dc20653,839,2,2024-10-03,,Active,Yes
e6714410-5b2a-4fca-9e4b-e4f109088558,840,3,2024-05-13,2024-10-05,Churned,No
292be728-a4f5-4eeb-a986-5b280d6346f0,841,3,2025-04-05,,Active,Yes
b4bd0322-fe60-4a3d-88db-c6203267326c,842,3,2024-06-01,,Active,Yes
414af7ca-0c93-46ff-9e8f-7fe47bf13a97,843,2,2024-05-01,,Active,No
5f5d9770-b3f6-45eb-a1a3-4cc555e34902,844,3,2024-09-10,,Active,No
0ffda16a-2425-47a2-83ff-33d06f47e5c3,845,2,2024-07-07,,Active,Yes
bef6b719-33c5-4409-b64b-b1c83cd19982,846,3,2023-03-17,,Active,No
08642ff9-7f57-4be0-8424-83f9457f06ea,847,3,2024-12-27,,Active,No
d04584f4-e6d7-4cd9-bd56-1765cc35adbe,848,2,2025-03-10,,Active,No
c7bb2531-381c-4a5a-b4b4-0eeea40efc51,849,2,2024-03-13,2024-09-09,Churned,No
5f614de6-b2b9-4fb0-a862-62124445f983,850,3,2025-01-12,,Active,Yes
8938689e-33bb-4327-a24a-c8e48c1be4a3,851,2,2023-08-28,,Active,Yes
93f510dc-6158-431f-9252-a1f25df42f19,852,2,2024-03-31,2025-08-11,Churned,No
05e46d6f-81aa-400f-a1c4-32ca1156ae53,853,2,2024-01-30,,Active,No
c1960668-d0d9-4a7e-852b-85c7fd08b2ec,854,2,2023-10-24,,Active,No
f1595395-1ba1-493b-a431-a767850231a5,855,1,2024-12-08,,Active,No
f821a3eb-2f8f-4a5b-bd12-6b1def3fea8b,856,2,2023-07-15,2024-08-26,Churned,Yes
15fe46f9-b88c-4c62-94c7-d447f2490e10,857,3,2024-06-07,2025-10-11,Churned,Yes
960955d1-99cd-4840-9991-4ecb85b1ff45,858,3,2023-12-29,,Active,No
5fb433b7-b1bc-4c8e-909c-80c3fe9e0f79,859,1,2023-11-05,2025-06-01,Churned,Yes
818f3c1f-c031-444a-894b-0bf1306f40be,860,1,2024-12-28,,Active,Yes
d4bcf560-fb2f-4c19-ad97-b7203dcb46a6,861,3,2025-09-07,,Active,Yes
59f7886c-1da4-441e-8433-f5bd56de3508,862,3,2025-02-27,,Active,No
a3a0f0aa-6475-4580-9574-4f61caf2eedc,863,2,2024-05-04,,Active,Yes
9a9d842b-b9eb-40e5-80e2-e4b35f4d5c4b,864,3,2024-09-26,,Active,Yes
65dd8ce2-6f96-4884-b5cf-4583b6b1dbec,865,3,2026-01-18,,Active,Yes
42bd206c-8d32-4491-88da-1b0d66e0964d,866,2,2023-04-16,,Active,Yes
0066102e-3d73-4b11-a890-349f59329f9c,867,3,2025-03-16,,Active,No
e3af7d20-f8ee-4981-b36e-ad3a316a05bf,868,1,2023-10-25,,Active,Yes
33f66520-5842-445e-8bbc-9c150ae02146,869,2,2026-01-13,,Active,Yes
2ba37904-969a-451a-8eb3-29217ce5e567,870,3,2025-10-27,,Active,No
e8545aa5-d692-4d22-8fa0-aa0e0a166c26,871,2,2023-04-22,,Active,No
a71790db-894c-4e70-b619-8f7c7668aee6,872,1,2023-12-08,2026-02-03,Churned,Yes
202ca632-ad10-4f3a-9365-3f4938849f85,873,1,2025-02-21,,Active,Yes
43e45c74-9bad-4d4f-9f4d-85a92648d037,874,2,2023-12-15,,Active,No
6d9e5916-0af1-4d1b-81a9-97d1ce9888f7,875,1,2025-06-12,,Active,No
65228f1c-b237-43fc-b811-aa9e2fe77313,876,2,2025-03-29,2026-02-08,Churned,Yes
60685835-1118-4dec-97b0-ee790df1b659,877,1,2025-07-07,,Active,No
9fe5f2a0-36a0-445b-a26d-6b12fd618c85,878,2,2023-07-19,,Active,Yes
61418fb8-f78d-4b89-9652-bf1fe81ea155,879,1,2024-01-30,,Active,No
9710d02e-dd31-42a8-9d5e-1b171eb38732,880,2,2023-04-26,,Active,No
4c5c555d-5b80-4632-82d5-d99d32b6c907,881,2,2024-12-24,,Active,Yes
aa7da95e-e4df-4b16-b10e-fb1b7f6ddcb0,882,1,2024-03-15,,Active,No
dee9534a-25ab-4d4f-a030-3c3195aeeddb,883,1,2025-10-24,,Active,No
3aa7ea0c-e97e-4685-9a83-8fafee0ef224,884,2,2025-05-30,,Active,Yes
f4b66833-95fe-456e-a741-8bfe939547b8,885,2,2024-01-20,,Active,Yes
e1ac6dd9-747d-4a08-aabc-78d565901553,886,1,2026-01-18,,Active,No
d56487bf-66c8-4116-8428-d34afe3ad943,887,3,2023-08-21,,Active,Yes
893aaab5-fc1a-4aa3-b811-60cf1a186bed,888,2,2025-06-10,,Active,Yes
97b4d273-dbd0-460a-ad78-ad4719a4599d,889,1,2025-09-25,,Active,No
3aedd23e-6c57-4695-b15b-4d4e756de516,890,3,2026-01-13,,Active,No
5614ac87-52c4-43d6-a69b-bf94f8e0df44,891,1,2025-09-18,,Active,No
77f3fb18-5f37-41d2-bb93-8dd5b099c650,892,1,2023-09-11,,Active,Yes
3492e5a0-cd50-4fd8-9284-b6cf2ebae6a4,893,1,2023-05-31,2023-11-18,Churned,No
ee60bd06-0861-451c-b549-df390493c426,894,3,2025-08-14,2025-12-12,Churned,No
d3270f76-51d0-45c8-a7f4-2993943d5fd5,895,1,2025-07-14,2025-09-03,Churned,Yes
b98c4154-6125-4921-b268-cb0561de2196,896,1,2024-09-22,,Active,No
e38ea1c3-8007-4cc7-9d23-db564db9efd3,897,2,2025-03-17,,Active,No
f4a0b222-9bd6-4eb2-89a5-b1dd797ca065,898,3,2023-11-17,,Active,Yes
563fc263-73ca-4044-90ad-e850d8c7d075,899,3,2024-07-28,2024-10-27,Churned,Yes
8cc86738-f2f6-4d8f-a3ac-dd512fd14e07,900,1,2024-11-22,2025-12-03,Churned,No
7f6ae360-47b8-4b85-9b80-d3c101d05331,901,2,2023-04-26,,Active,Yes
423ec2c4-f34d-4ba6-b90e-3bb9cf3a8f58,902,3,2024-03-20,,Active,No
5537ee32-ed40-441a-85ec-7b00ac627b7b,903,2,2025-06-13,,Active,Yes
83d4b2e4-f3d7-440a-80fd-970fd9451b78,904,1,2025-06-28,2025-07-31,Churned,Yes
3ebdeabe-cda2-40c1-a30f-c9d14e327c96,905,1,2024-03-30,2024-07-12,Churned,Yes
0bbed2a9-cbb7-48bd-8246-47fa67f42182,906,3,2023-05-09,,Active,No
2a434b07-c44b-43da-af77-80675568e974,907,1,2023-09-04,,Active,Yes
87fe1853-e40a-4770-a7ec-c161e4e8408e,908,3,2023-10-07,,Active,No
f2ad352b-a0fb-4fbb-a09f-9ea2c20b5a89,909,1,2023-09-02,,Active,Yes
d9de5964-0b9f-4c8a-aeee-8c0c32c9f9f7,910,3,2024-11-07,,Active,Yes
cf3b94e6-e76f-4b71-a5ae-064ddd82adf0,911,2,2024-10-30,2025-11-02,Churned,No
e750e65a-38ca-49b0-9268-08309f621baa,912,3,2025-02-20,,Active,No
9fae7fb0-3099-4f20-96f6-521ec5dfd4ca,913,2,2024-09-06,,Active,No
9b8b83fc-c797-432c-85bb-fb933d0bfb10,914,2,2025-11-04,,Active,No
afde6675-58a1-4a20-a218-f94424bffd30,915,1,2023-06-07,,Active,No
dd269e6b-32ce-435e-9fa0-ed63c3a79c49,916,2,2023-07-16,2024-08-05,Churned,Yes
d8a41d50-5cc8-4f83-b970-0341754211aa,917,3,2023-12-22,,Active,Yes
8f43d0cf-3717-4834-9456-bca5f6125a11,918,1,2025-12-29,2026-01-03,Churned,Yes
440af1bf-af24-4038-87ad-8ee4a0821ed7,919,2,2023-11-10,,Active,Yes
a1368d0e-1622-48fb-9504-f4a12a49adf6,920,2,2023-12-21,,Active,Yes
b3fd40d8-ca8f-4766-95f6-bf3e043fe8df,921,3,2025-02-21,,Active,Yes
6c26ebc9-1873-4739-b6d3-1e74c568f8e1,922,3,2023-02-24,,Active,Yes
1b944744-d469-4c04-83fd-b7e29339f470,923,2,2024-10-22,,Active,No
7b5dee95-1490-46a3-ae90-4a302362ff6c,924,1,2023-09-22,,Active,No
ba549986-476e-485b-ac04-2f1b473f6324,925,2,2025-03-15,,Active,No
f6abdd01-6ce9-488b-8f53-0acc62429e34,926,1,2025-05-09,,Active,Yes
2103817b-e7e5-4e75-97dc-c4c4255186e8,927,1,2025-05-10,,Active,Yes
02f0dcec-99ec-45bf-bca8-f962084ca83c,928,3,2023-04-10,,Active,No
6e4046e5-bb86-4ca2-bf7f-87cbf10f683a,929,1,2023-12-30,2025-04-11,Churned,No
39217484-f13d-4f2c-80ff-a4a907960257,930,1,2024-08-01,,Active,Yes
6a6cd943-69af-419b-96cd-5c5b12a8feff,931,2,2025-08-30,,Active,Yes
a4bdde79-eff3-40e6-8df5-4e2ba022108e,932,2,2025-06-12,,Active,Yes
cbd94fb3-be28-4cda-9117-3f8b49fb1e83,933,1,2024-04-11,2024-07-02,Churned,Yes
2e4c0fc8-736c-4bc0-a675-ce9d24e1aa14,934,3,2025-01-01,,Active,No
d74d572b-0a4d-4071-a40b-2b2bbd530c3a,935,2,2025-11-23,,Active,No
5e53aea3-c422-49d8-aaee-778a52729dc1,936,1,2024-01-14,,Active,No
18e79c95-6442-49e5-8d3d-80259f9c4075,937,2,2023-12-10,2025-03-25,Churned,No
25236962-485e-4347-a287-daa9c17cde9d,938,2,2023-07-13,,Active,Yes
1df8f414-31c6-4467-84cc-cccc90778788,939,1,2025-06-08,,Active,No
aa6c9f49-b813-4dcc-ab6e-b1fea91ac0d5,940,3,2025-12-21,,Active,No
5474078f-f140-4c60-ac0a-e2c6f68dd42e,941,3,2023-07-14,,Active,Yes
a709ed57-8d42-4a8a-ab8d-d64be1009da9,942,1,2023-05-18,,Active,Yes
c18f5a28-6890-4a52-9b20-e2aa475323f5,943,3,2024-09-13,,Active,No
5cf99b16-83ea-4793-8257-d219a4ce013e,944,1,2024-05-20,,Active,No
01581969-5de1-4167-afe5-a94790d821b3,945,2,2024-06-06,,Active,Yes
a8bc9c15-5aa5-4aba-b88e-eeeec237f68d,946,1,2023-05-31,,Active,Yes
94b71a03-d1b9-4eaf-9cd2-5abc0eb4641c,947,3,2024-08-07,2024-10-21,Churned,No
f409d395-8736-4b35-b9b0-ce1d155ce5b4,948,3,2025-09-05,,Active,No
77a025c0-8709-4ec4-9c2d-38c510b36c08,949,2,2024-07-17,,Active,No
1a44c57d-b3fc-46f4-9a2f-12dd34bfb070,950,1,2025-09-28,,Active,No
93ad8930-3a82-45df-a447-362f4d35549b,951,1,2024-08-30,,Active,No
d33c3c3d-045e-4234-95a6-10040e2ac984,952,3,2024-08-10,2026-01-28,Churned,Yes
967060cb-6c4e-4907-8105-ecbaa7886aa7,953,1,2025-09-15,,Active,No
45800aa4-0da5-4c86-913b-55b23df23c48,954,3,2025-11-08,2026-02-02,Churned,No
0fd0d5a5-26bb-4c05-a0de-50743de4ebf9,955,2,2023-02-15,,Active,No
cb6819be-4914-4e1b-9abd-7089ed2ba2ec,956,1,2024-04-20,2024-08-02,Churned,No
686b6f01-ffdf-40bc-9765-f25767af01f5,957,1,2025-04-24,2025-06-30,Churned,Yes
fbe6c8b0-db32-427a-82b4-b900a2b7644c,958,2,2026-01-29,,Active,No
303c51a3-82b0-4537-8904-ebdaddf3501c,959,2,2024-06-02,,Active,No
f2b716c7-b972-4e38-8d0d-a3b253a77f3e,960,2,2024-12-13,,Active,Yes
7194dddf-94f2-4af3-b783-e8dec4aa58f3,961,2,2024-10-05,,Active,Yes
796233bf-dddb-4f00-9215-b175ba7646d1,962,1,2024-02-15,2025-03-11,Churned,No
7e7aec5a-8353-47cd-8a5c-792203349a99,963,2,2024-03-22,,Active,Yes
8facfe35-64a9-4ebb-abdc-dc276d849468,964,1,2024-11-20,,Active,No
ac83dab9-e064-4b36-9b96-e0f296243c09,965,1,2023-06-10,,Active,No
bd8d27c8-06ef-4119-aa8f-423e5d7276d3,966,3,2024-01-02,,Active,No
c04bfe4c-4fd5-4441-8e25-37d388ee6f88,967,3,2025-07-04,2026-01-25,Churned,No
77a940c8-4ae1-4b20-b8ba-b40fe98821a2,968,2,2025-01-11,2025-11-23,Churned,Yes
850b389a-9b60-4ab6-8a95-7c53ee4a927d,969,2,2024-10-27,2025-05-07,Churned,Yes
9c24aa64-6fa4-4d1c-8165-f4ce443f7157,970,2,2024-03-05,2025-04-14,Churned,Yes
5adf8436-4cef-477d-be14-31a8201249dc,971,3,2025-11-21,2025-12-28,Churned,No
1c20114e-d6c9-41c5-bead-2ae3ce0af09a,972,2,2026-01-28,,Active,No
5a79bb2d-0879-4e0b-83d0-d7ea8c2af616,973,3,2025-02-20,,Active,No
c93518bd-a38d-4f0e-b619-95201a6d8239,974,3,2024-05-19,2025-06-22,Churned,Yes
80ef67c5-3a77-4abe-9e5d-55fda4b3753b,975,1,2025-04-05,2026-01-16,Churned,No
796bfb52-e93f-427b-9be7-4f3336fbe39f,976,3,2023-08-10,2024-02-09,Churned,No
e60e651d-1321-4165-abb8-2599cefeff16,977,2,2025-11-30,2026-01-02,Churned,No
e0ece9c0-460c-4ce9-86bf-772b074e9238,978,1,2024-09-19,,Active,No
4ad143ff-578e-4aea-8c2b-3ecfff7e2558,979,2,2025-07-05,,Active,No
998d7f0d-df0b-4a9d-b577-044d91282128,980,3,2025-12-22,,Active,No
3b5c1a3a-398c-4867-abc5-abdf5f30361c,981,1,2025-06-29,,Active,No
a3d50a0e-ac02-4e9f-bbe6-4da80d103169,982,3,2025-09-29,,Active,Yes
f0c0a212-d993-4993-a2e0-097c64113b87,983,3,2024-03-02,2024-06-08,Churned,No
5432f28a-f742-4866-9e69-4122d5eb3b4b,984,1,2025-10-08,,Active,No
4fe9fcf8-e21b-46dc-b9cc-82eba2d21ccf,985,1,2023-11-06,2024-03-21,Churned,Yes
4621ed34-307e-451b-b17a-5f0243dbc88a,986,1,2024-04-30,,Active,No
81fdd3d4-930a-4317-a406-564a97d7558e,987,3,2025-08-30,,Active,Yes
97be6b7c-d92c-476d-ba3e-01c7309fa456,988,2,2025-06-29,,Active,No
095f581b-35a4-4bf6-9b23-cd824a434ea5,989,3,2024-05-29,,Active,Yes
970cccf1-8945-407e-ac7c-038ddee3e91b,990,3,2023-07-07,,Active,No
1dae04ab-7772-49aa-9a35-3ffff7bae557,991,1,2025-05-21,2025-06-27,Churned,Yes
b95aa176-b542-4507-8580-5f1c5c8eb296,992,3,2023-10-17,,Active,No
1bb5081e-fe81-48dc-967e-728c2460bff9,993,1,2025-07-24,,Active,Yes
e4ee7d53-8ff3-48af-b0a7-56e2abf990e9,994,3,2024-01-04,,Active,No
f15e2a82-3bdb-474b-b057-379e3f33d801,995,1,2023-10-01,,Active,Yes
43638532-b2ee-4932-8474-9653f22e599a,996,3,2026-01-03,,Active,Yes
bbbfa908-da53-4ba7-afe3-39afd9226bf9,997,1,2024-07-25,,Active,Yes
6fc53718-2767-4671-beec-c1dd51806a55,998,3,2024-09-25,,Active,Yes
f4a44241-347d-4e3f-bd1a-4f6736f8753b,999,1,2024-03-30,2026-02-04,Churned,No
9e69a235-f50e-4968-8dfb-5cc48d40c072,1000,1,2025-01-09,,Active,No
1e927df3-b1a4-4fb0-a1a8-06e05ce41cf1,1001,3,2024-07-22,,Active,No
3726bfeb-1535-442d-a746-be39b6f83d7f,1002,1,2023-02-16,,Active,No
469b7e86-99e1-4fbe-a793-c2eea88a4082,1003,1,2024-04-26,,Active,No
76214a17-ed0f-4526-becf-3365862e4519,1004,2,2024-06-07,,Active,No
f77413b0-d2bb-425b-875f-d2917ffb242a,1005,3,2023-11-10,,Active,Yes
afb60fcd-62bd-4e02-a278-b14f7dbe0d41,1006,2,2025-03-26,,Active,No
791ddb15-f769-4adf-9b5c-0586c7f88e38,1007,1,2023-10-31,2024-12-15,Churned,No
0347722a-aa87-432f-ba41-4f1c51e71796,1008,1,2024-04-20,2025-08-14,Churned,Yes
20e93a0f-eed0-4e0b-8452-f0f6e4cb9290,1009,2,2023-11-19,,Active,Yes
9b0f10cf-2772-4108-b030-77f45c896421,1010,1,2026-01-11,,Active,No
e3d9adc1-56d0-4989-8ba9-e91a8426a379,1011,2,2025-07-28,,Active,No
1a465caa-bc95-46e7-8aa7-e252f07589b7,1012,3,2024-05-16,,Active,Yes
19e4ae0a-55d8-4c07-aac4-d4c89e623b37,1013,3,2024-02-16,,Active,Yes
e6595416-cf97-45ee-a550-163623342fe5,1014,3,2023-12-29,,Active,Yes
851af1b6-2bb0-448f-a1b7-328b9d0992df,1015,1,2025-09-22,,Active,No
292d4e50-414a-4f77-a1a1-e4272344705d,1016,3,2025-08-26,,Active,No
36f4daf5-efa5-4ea9-ba55-45c0deef4814,1017,1,2024-06-12,,Active,Yes
