PaymentID,CustomerID,Amount,PaymentDate,PaymentMethod,PaymentStatus,LatePaymentFlag
7409,9312,199,2025-12-04,Wallet,Success,0
7410,7727,199,2024-10-22,UPI,Success,0
7411,1967,399,2025-06-07,NetBanking,Success,0
7412,3652,399,2025-06-04,Wallet,Success,0
7413,9543,399,2025-07-25,Wallet,Success,0
7414,8211,699,2025-04-12,Card,Success,0
7415,1098,199,2024-07-22,NetBanking,Success,0
7416,2438,399,2024-06-29,NetBanking,Success,0
7417,2785,399,2024-09-23,NetBanking,Success,0
7418,5088,199,2025-02-06,UPI,Success,0
7419,1387,699,2024-07-27,NetBanking,Failed,0
7420,406,699,2024-02-15,NetBanking,Success,0
7421,348,699,2025-11-22,UPI,Success,0
7422,1683,199,2024-09-02,UPI,Success,0
7423,1501,199,2025-12-28,UPI,Success,1
7424,9999,199,2025-10-31,Wallet,Success,0
7425,8046,399,2025-05-17,NetBanking,Success,0
7426,6291,699,2025-12-05,UPI,Failed,0
7427,7129,399,2025-05-19,UPI,Success,0
7428,4424,399,2024-10-02,Wallet,Success,0
7429,3128,399,2024-11-19,NetBanking,Success,1
7430,4704,399,2025-01-02,NetBanking,Success,0
7431,7429,199,2025-06-05,Card,Success,0
7432,4734,199,2024-06-18,Card,Success,0
7433,2691,199,2024-09-14,Wallet,Failed,0
7434,4335,699,2025-01-24,UPI,Success,0
7435,9897,699,2024-07-17,Wallet,Success,0
7436,69,199,2025-11-23,NetBanking,Success,0
7437,2314,199,2025-02-08,NetBanking,Success,0
7438,4232,199,2026-01-20,Wallet,Success,0
7439,7277,699,2024-10-02,Wallet,Success,0
7440,5971,699,2025-06-19,Wallet,Success,0
7441,1690,399,2024-08-23,Wallet,Success,0
7442,4814,699,2024-04-09,UPI,Success,0
7443,9037,399,2025-02-11,UPI,Success,0
7444,1296,199,2025-10-05,UPI,Success,0
7445,8381,699,2025-12-07,UPI,Success,0
7446,7038,199,2025-10-24,UPI,Success,0
7447,3489,699,2025-03-28,Wallet,Success,0
7448,7574,199,2024-03-08,NetBanking,Success,1
7449,2455,399,2024-09-29,Wallet,Failed,0
7450,4676,699,2024-09-07,UPI,Success,0
7451,2467,699,2024-05-13,UPI,Success,1
7452,4561,199,2024-10-08,Card,Success,0
7453,9873,399,2024-07-27,Wallet,Failed,0
7454,308,199,2024-12-17,NetBanking,Success,0
7455,5878,399,2026-01-01,Wallet,Success,0
7456,8793,399,2025-08-27,UPI,Success,0
7457,8964,399,2024-07-04,UPI,Success,0
7458,5883,399,2025-07-26,Card,Success,0
7459,2283,399,2025-04-18,NetBanking,Failed,0
7460,339,699,2025-06-18,UPI,Success,1
7461,586,199,2024-06-07,Card,Success,0
7462,8319,399,2024-10-16,Card,Success,0
7463,7835,399,2024-06-07,Wallet,Success,0
7464,8081,199,2025-12-14,Card,Success,0
7465,9678,199,2025-06-14,Wallet,Failed,1
7466,1578,699,2024-07-31,UPI,Success,0
7467,7671,699,2025-03-28,UPI,Success,0
7468,8365,699,2025-01-21,UPI,Success,0
7469,7680,399,2025-07-21,Card,Failed,0
7470,2788,199,2025-01-11,UPI,Success,0
7471,3505,199,2025-09-16,Card,Success,0
7472,3142,199,2025-02-14,UPI,Success,0
7473,3579,699,2025-07-08,Wallet,Success,0
7474,2804,399,2025-02-26,Wallet,Success,0
7475,7546,699,2025-04-30,UPI,Success,0
7476,6708,399,2024-02-21,Card,Success,0
7477,7319,399,2024-11-24,Card,Success,1
7478,4299,699,2024-08-27,Wallet,Success,0
7479,4631,199,2025-09-02,Card,Success,1
7480,4249,699,2026-02-05,UPI,Success,0
7481,9063,199,2024-08-02,NetBanking,Success,0
7482,1586,199,2024-08-17,UPI,Success,1
7483,7067,399,2025-10-07,NetBanking,Success,0
7484,2937,199,2025-11-14,Wallet,Failed,0
7485,3175,699,2024-10-17,Card,Success,0
7486,1011,399,2024-12-03,Wallet,Success,0
7487,8152,199,2024-05-30,Wallet,Failed,0
7488,9561,699,2025-06-13,Card,Success,0
7489,6752,699,2025-12-29,UPI,Success,0
7490,641,699,2025-05-03,Wallet,Failed,1
7491,1783,699,2026-02-03,NetBanking,Success,0
7492,5850,699,2025-04-01,Card,Success,0
7493,2115,699,2024-03-05,Card,Success,0
7494,2027,199,2024-05-29,UPI,Success,0
7495,1884,399,2025-09-22,Wallet,Success,0
7496,5377,699,2024-07-04,Card,Success,0
7497,3766,199,2024-11-04,Card,Success,0
7498,957,199,2025-03-26,NetBanking,Success,0
7499,7936,699,2025-03-30,NetBanking,Success,0
7500,7077,699,2025-06-06,Card,Success,0
7501,8488,199,2025-11-25,Card,Failed,0
7502,1763,399,2024-03-28,Wallet,Success,0
7503,285,199,2024-06-01,NetBanking,Success,1
7504,1412,699,2024-08-19,Card,Failed,0
7505,5266,199,2024-09-03,UPI,Success,0
7506,9528,699,2025-09-26,Wallet,Success,0
7507,3261,199,2024-06-23,NetBanking,Failed,0
7508,5650,699,2025-08-22,UPI,Success,0
7509,2150,699,2024-05-12,Card,Success,0
7510,3375,699,2024-12-26,NetBanking,Success,0
7511,7396,199,2025-08-27,UPI,Success,0
7512,2914,399,2024-03-11,Card,Success,1
7513,619,199,2025-07-24,NetBanking,Success,1
7514,4316,699,2025-07-08,NetBanking,Success,0
7515,8090,699,2024-06-09,UPI,Success,1
7516,8908,399,2025-03-30,Card,Success,1
7517,2993,199,2024-08-12,Wallet,Success,0
7518,926,199,2025-03-28,UPI,Success,0
7519,8698,399,2024-05-28,UPI,Success,0
7520,9375,199,2024-06-14,NetBanking,Success,0
7521,4616,199,2024-08-16,NetBanking,Success,1
7522,488,699,2024-09-16,UPI,Success,0
7523,4710,399,2024-07-19,Card,Success,0
7524,2684,199,2025-05-25,Card,Success,0
7525,3640,699,2025-09-10,Wallet,Success,0
7526,1016,399,2025-01-17,UPI,Success,0
7527,1333,699,2024-05-24,Card,Success,0
7528,8887,699,2024-09-06,NetBanking,Success,1
7529,3736,199,2024-12-06,Wallet,Success,0
7530,7440,399,2024-04-28,UPI,Success,1
7531,77,399,2025-12-08,UPI,Success,0
7532,1772,699,2024-12-17,UPI,Success,1
7533,436,199,2024-04-03,NetBanking,Success,0
7534,1071,699,2024-09-02,UPI,Success,0
7535,6268,399,2025-02-19,UPI,Success,1
7536,5678,199,2025-03-08,NetBanking,Success,0
7537,2800,199,2025-02-19,UPI,Success,0
7538,9453,699,2026-01-21,Card,Success,0
7539,7590,199,2025-06-18,UPI,Success,0
7540,9960,399,2024-02-25,UPI,Success,0
7541,3192,199,2025-12-04,UPI,Success,0
7542,7592,699,2025-10-29,Card,Success,0
7543,4501,199,2025-10-15,Wallet,Success,1
7544,6552,699,2025-04-25,Card,Failed,1
7545,3886,399,2024-04-16,Card,Success,0
7546,3469,399,2025-10-24,Wallet,Success,0
7547,8719,399,2025-08-31,NetBanking,Success,0
7548,1446,699,2025-08-31,UPI,Success,0
7549,1409,399,2024-02-19,UPI,Success,0
7550,3093,699,2025-07-29,NetBanking,Success,0
7551,1023,399,2025-09-10,Card,Success,0
7552,6953,199,2024-11-02,Card,Success,1
7553,8373,199,2024-06-05,Wallet,Success,0
7554,9061,399,2025-01-13,NetBanking,Success,0
7555,4260,699,2024-10-22,UPI,Success,0
7556,622,699,2024-03-04,NetBanking,Success,1
7557,8842,199,2025-04-10,UPI,Success,0
7558,9721,199,2025-07-30,Wallet,Success,0
7559,7850,399,2025-05-13,UPI,Failed,0
7560,5115,699,2025-01-08,Wallet,Success,0
7561,5497,699,2025-08-17,UPI,Success,0
7562,3260,199,2025-04-20,NetBanking,Failed,0
7563,8875,699,2025-07-13,Wallet,Success,0
7564,7700,399,2024-05-11,NetBanking,Success,0
7565,1189,699,2024-04-04,NetBanking,Success,0
7566,4271,199,2024-05-19,Wallet,Success,0
7567,7647,399,2025-12-27,UPI,Success,0
7568,2087,399,2024-03-05,Wallet,Success,0
7569,9709,199,2024-08-01,UPI,Success,0
7570,3098,199,2024-08-30,Wallet,Success,0
7571,4760,699,2025-02-25,NetBanking,Success,0
7572,9823,699,2024-06-14,Card,Success,0
7573,4894,199,2024-11-30,Wallet,Success,0
7574,2843,699,2025-03-23,NetBanking,Failed,0
7575,412,199,2025-05-22,NetBanking,Success,0
7576,9758,699,2025-08-26,UPI,Success,0
7577,9936,699,2025-04-10,Wallet,Success,0
7578,2827,399,2024-08-22,UPI,Success,0
7579,2536,699,2025-02-15,Card,Success,0
7580,8462,699,2024-05-13,UPI,Success,0
7581,194,699,2024-02-29,NetBanking,Success,0
7582,8764,199,2024-12-23,Card,Success,0
7583,1912,399,2024-06-15,NetBanking,Success,1
7584,5814,399,2024-07-02,UPI,Success,0
7585,7494,399,2024-12-25,UPI,Success,0
7586,3247,399,2026-01-17,NetBanking,Success,1
7587,8630,199,2024-11-16,Wallet,Success,1
7588,6204,699,2024-06-02,NetBanking,Success,0
7589,8245,399,2025-07-22,UPI,Success,0
7590,6327,699,2026-01-24,Wallet,Success,0
7591,5753,699,2026-02-04,Card,Success,0
7592,16,399,2025-01-29,UPI,Success,0
7593,832,399,2025-10-14,Card,Failed,0
7594,9216,199,2025-04-27,Wallet,Success,0
7595,7152,699,2025-04-13,NetBanking,Failed,0
7596,9095,699,2025-08-01,UPI,Success,1
7597,6042,399,2025-07-19,NetBanking,Success,0
7598,6468,399,2025-12-19,UPI,Success,1
7599,8618,699,2026-02-03,NetBanking,Success,0
7600,9581,399,2025-08-21,NetBanking,Success,0
7601,958,699,2025-09-06,UPI,Success,0
7602,8029,399,2024-04-27,Card,Success,0
7603,1880,199,2025-05-24,UPI,Success,0
7604,4627,399,2025-02-19,Wallet,Success,0
7605,4344,199,2024-06-04,UPI,Success,0
7606,6750,699,2024-07-06,Wallet,Success,0
7607,7948,399,2026-01-23,Card,Success,0
7608,2495,199,2024-03-17,NetBanking,Failed,0
7609,693,699,2025-11-08,NetBanking,Success,0
7610,9995,699,2025-10-31,UPI,Failed,0
7611,1151,199,2024-05-15,Card,Success,0
7612,6203,399,2026-02-07,UPI,Success,1
7613,1104,199,2025-11-11,NetBanking,Success,0
7614,7261,699,2025-04-15,NetBanking,Success,0
7615,1054,199,2024-08-27,NetBanking,Failed,0
7616,3358,199,2025-08-05,UPI,Success,0
7617,5488,399,2024-05-06,Wallet,Success,0
7618,628,399,2025-01-18,Card,Success,0
7619,1817,399,2025-12-19,UPI,Success,0
7620,7632,699,2024-06-28,NetBanking,Success,0
7621,7155,699,2024-08-19,Wallet,Success,0
7622,9944,699,2024-07-03,UPI,Success,0
7623,6824,699,2025-05-03,UPI,Success,0
7624,5761,399,2024-09-22,UPI,Success,0
7625,8529,399,2025-06-13,NetBanking,Success,0
7626,4874,199,2024-11-30,UPI,Success,0
7627,5671,199,2024-08-01,Card,Success,0
7628,2941,399,2024-08-11,UPI,Success,0
7629,4031,699,2024-11-18,NetBanking,Success,0
7630,5070,199,2025-01-12,UPI,Success,0
7631,1778,199,2024-03-31,Card,Success,0
7632,6977,199,2024-10-29,Card,Success,0
7633,5787,699,2025-04-27,Card,Success,0
7634,810,399,2024-11-04,Wallet,Success,0
7635,5673,399,2025-04-14,UPI,Success,1
7636,684,699,2025-08-26,Card,Success,1
7637,236,399,2025-12-14,Card,Failed,0
7638,9825,199,2025-05-07,UPI,Success,0
7639,4286,199,2024-10-04,Wallet,Success,0
7640,3460,199,2025-12-31,Card,Success,0
7641,7329,399,2025-07-12,UPI,Failed,0
7642,699,399,2024-09-13,Wallet,Success,1
7643,8036,399,2025-03-08,NetBanking,Success,0
7644,4080,399,2025-04-16,Wallet,Success,0
7645,8509,399,2025-02-20,Card,Success,1
7646,5271,399,2024-12-05,UPI,Success,0
7647,7606,399,2025-01-20,UPI,Success,0
7648,1955,399,2025-03-11,NetBanking,Success,0
7649,1713,399,2025-03-02,Wallet,Success,0
7650,1632,199,2026-02-03,NetBanking,Success,0
7651,7958,399,2025-05-13,UPI,Success,0
7652,4855,199,2024-12-24,Wallet,Success,0
7653,5604,699,2025-09-22,Card,Success,0
7654,5158,399,2024-10-31,Wallet,Failed,1
7655,1069,399,2025-09-19,UPI,Success,0
7656,631,399,2025-06-05,Card,Success,0
7657,3410,199,2025-04-30,Card,Success,0
7658,716,199,2025-01-20,NetBanking,Success,0
7659,4488,399,2025-01-09,Wallet,Success,0
7660,7278,699,2025-10-12,NetBanking,Success,0
7661,7972,199,2025-07-02,Wallet,Success,0
7662,5145,699,2025-07-14,Card,Success,0
7663,5310,399,2024-09-02,UPI,Success,0
7664,9754,399,2025-07-12,Card,Success,0
7665,4441,399,2026-01-11,Wallet,Success,0
7666,5076,399,2024-08-31,Wallet,Success,0
7667,8601,399,2024-09-07,UPI,Success,0
7668,8375,399,2024-03-11,UPI,Success,0
7669,2685,199,2024-07-11,Wallet,Success,0
7670,3482,699,2024-05-22,UPI,Success,0
7671,3675,699,2026-01-10,Wallet,Success,0
7672,9419,699,2026-01-27,NetBanking,Success,0
7673,21,699,2025-10-29,Wallet,Failed,0
7674,4273,199,2025-12-23,NetBanking,Success,0
7675,1403,699,2025-08-10,Card,Success,1
7676,4056,199,2025-01-20,NetBanking,Success,0
7677,5307,399,2024-09-23,Card,Success,0
7678,3147,399,2025-01-18,Card,Failed,0
7679,8083,199,2025-04-28,UPI,Success,1
7680,3696,199,2025-06-08,Wallet,Success,0
7681,317,199,2025-10-09,NetBanking,Failed,1
7682,3113,199,2024-05-16,UPI,Success,0
7683,564,199,2025-07-19,UPI,Success,0
7684,1414,399,2025-03-09,UPI,Success,0
7685,7321,399,2026-01-29,NetBanking,Success,1
7686,6850,699,2024-10-27,Wallet,Success,0
7687,590,699,2025-03-21,Card,Success,0
7688,7554,199,2024-11-06,UPI,Success,1
7689,7600,199,2025-07-19,Card,Success,0
7690,1663,199,2024-03-30,UPI,Success,0
7691,3677,399,2025-04-13,UPI,Success,0
7692,7727,399,2024-09-02,Wallet,Success,0
7693,1827,199,2025-10-22,UPI,Success,0
7694,7979,399,2025-04-07,Wallet,Success,0
7695,3770,399,2025-10-31,Wallet,Success,0
7696,4271,699,2025-01-13,NetBanking,Success,0
7697,623,199,2024-05-18,Wallet,Success,0
7698,4314,399,2026-01-03,NetBanking,Success,0
7699,6859,399,2024-09-04,NetBanking,Success,0
7700,4376,199,2026-01-04,Wallet,Success,1
7701,4671,399,2025-06-13,Card,Success,0
7702,80,199,2024-06-13,Card,Success,0
7703,6188,399,2024-08-03,UPI,Failed,1
7704,2593,399,2024-07-17,UPI,Success,0
7705,6304,199,2024-12-09,UPI,Success,0
7706,4284,199,2025-04-05,NetBanking,Success,0
7707,8790,399,2024-08-29,NetBanking,Success,0
7708,8959,199,2025-05-26,UPI,Success,0
7709,6278,399,2025-02-21,Card,Success,0
7710,4873,199,2025-07-30,Card,Failed,0
7711,9826,399,2025-02-25,UPI,Success,0
7712,531,399,2024-11-01,NetBanking,Success,0
7713,5104,399,2025-10-11,Card,Success,0
7714,1911,199,2024-10-26,Wallet,Success,0
7715,7224,399,2025-09-28,Wallet,Success,0
7716,7460,399,2025-03-16,NetBanking,Success,0
7717,5192,399,2025-05-28,UPI,Success,0
7718,1817,199,2025-12-09,UPI,Success,0
7719,8707,199,2025-03-28,UPI,Success,0
7720,6636,199,2024-05-05,Wallet,Success,0
7721,3528,399,2024-08-13,Wallet,Success,1
7722,3972,399,2024-07-30,UPI,Success,0
7723,6211,199,2024-07-18,NetBanking,Success,0
7724,908,399,2024-05-10,Wallet,Success,0
7725,6883,699,2025-04-25,UPI,Success,0
7726,6258,699,2025-01-26,Wallet,Success,1
7727,9292,199,2025-06-27,NetBanking,Success,0
7728,3707,399,2024-09-28,Wallet,Success,0
7729,410,399,2024-10-31,Card,Success,0
7730,3525,399,2025-10-26,Card,Success,0
7731,7399,199,2025-01-06,UPI,Success,0
7732,2611,699,2024-02-23,UPI,Success,0
7733,6293,199,2025-09-28,NetBanking,Success,0
7734,280,699,2026-02-03,Card,Success,1
7735,2865,199,2024-12-03,NetBanking,Failed,0
7736,405,699,2025-11-20,UPI,Success,0
7737,5445,399,2024-10-26,Wallet,Success,0
7738,8637,199,2024-09-26,Wallet,Success,0
7739,3305,699,2025-01-02,NetBanking,Success,0
7740,7561,399,2024-12-25,UPI,Success,0
7741,2802,699,2025-04-21,Wallet,Success,0
7742,2881,199,2024-06-12,Card,Success,0
7743,5505,699,2024-04-15,Card,Success,0
7744,7530,699,2024-07-26,Wallet,Success,1
7745,4341,199,2024-10-03,UPI,Success,0
7746,4954,199,2024-02-10,Card,Success,0
7747,6265,399,2025-09-08,Wallet,Success,1
7748,5813,199,2024-10-18,Card,Success,1
7749,2769,199,2024-02-13,UPI,Success,0
7750,8316,699,2025-06-29,Card,Success,1
7751,6158,399,2025-10-13,UPI,Success,0
7752,6213,699,2024-09-17,Card,Success,0
7753,2672,199,2024-09-23,UPI,Success,0
7754,5500,699,2025-09-30,NetBanking,Success,1
7755,5549,199,2025-06-24,Wallet,Failed,0
7756,7722,699,2024-03-09,Card,Success,0
7757,9102,199,2025-02-15,NetBanking,Failed,0
7758,1384,699,2025-04-12,Wallet,Success,0
7759,8146,399,2025-05-08,UPI,Failed,0
7760,5835,699,2025-06-07,UPI,Success,1
7761,2491,199,2025-12-23,UPI,Success,0
7762,2979,199,2024-09-20,Card,Success,0
7763,3999,199,2024-11-22,Card,Failed,0
7764,5886,199,2024-03-16,Wallet,Success,0
7765,282,699,2026-01-01,NetBanking,Success,0
7766,5788,399,2024-12-23,Wallet,Success,0
7767,1482,699,2025-01-16,NetBanking,Success,0
7768,586,699,2025-08-30,NetBanking,Success,0
7769,611,399,2025-01-31,NetBanking,Failed,0
7770,3414,199,2025-01-06,Card,Success,0
7771,7494,399,2024-11-23,Card,Failed,0
7772,7900,699,2026-01-07,NetBanking,Success,0
7773,8623,199,2025-09-22,Wallet,Success,0
7774,7845,199,2024-06-03,Card,Success,0
7775,3317,699,2024-09-26,Wallet,Success,0
7776,9617,699,2024-06-20,UPI,Failed,1
7777,1474,399,2024-08-23,Card,Failed,0
7778,7013,399,2026-01-23,Card,Failed,0
7779,5782,699,2024-05-08,Wallet,Success,0
7780,2470,399,2025-03-20,Wallet,Success,0
7781,3759,399,2024-07-20,Card,Success,0
7782,8514,699,2025-10-25,Wallet,Success,0
7783,2711,699,2024-04-12,NetBanking,Success,0
7784,6707,399,2025-06-18,Card,Success,0
7785,6957,199,2025-03-21,NetBanking,Success,0
7786,9616,699,2025-09-19,Card,Success,0
7787,7365,399,2025-12-19,UPI,Success,0
7788,5410,399,2024-05-30,UPI,Failed,0
7789,5941,699,2024-02-26,Card,Success,0
7790,3722,399,2025-10-11,UPI,Success,0
7791,7241,699,2025-12-30,NetBanking,Failed,0
7792,3831,399,2025-06-17,Card,Success,0
7793,8571,399,2025-08-11,NetBanking,Success,0
7794,9473,199,2025-02-23,Wallet,Success,0
7795,2027,199,2024-12-30,UPI,Success,1
7796,8259,399,2025-01-10,Card,Success,0
7797,6658,199,2025-08-05,UPI,Success,1
7798,1065,699,2025-09-16,UPI,Success,0
7799,170,699,2024-09-12,UPI,Success,0
7800,3460,399,2025-08-23,Card,Success,0
7801,2159,199,2025-08-26,UPI,Success,0
7802,9374,399,2024-07-28,Wallet,Success,0
7803,3476,699,2024-11-23,UPI,Success,1
7804,5371,199,2025-10-23,UPI,Success,0
7805,8663,699,2025-05-17,UPI,Success,0
7806,946,199,2025-02-09,NetBanking,Success,0
7807,2313,399,2025-01-09,Wallet,Success,0
7808,3162,699,2024-04-30,NetBanking,Failed,0
7809,7977,399,2025-05-10,UPI,Success,0
7810,4638,199,2024-04-05,NetBanking,Success,0
7811,1686,699,2024-09-13,UPI,Success,0
7812,8409,699,2025-08-22,Card,Success,0
7813,722,699,2025-05-04,NetBanking,Success,0
7814,3153,399,2026-01-15,Card,Success,0
7815,2433,199,2024-09-20,UPI,Success,0
7816,678,199,2026-01-26,Card,Success,0
7817,3959,399,2026-01-28,UPI,Success,0
7818,7710,199,2025-01-12,Wallet,Success,0
7819,412,699,2024-11-18,NetBanking,Success,0
7820,2356,199,2024-06-29,Card,Success,0
7821,7409,699,2024-10-31,Wallet,Success,0
7822,2518,199,2026-01-25,NetBanking,Success,1
7823,7489,199,2024-07-20,Wallet,Success,0
7824,8349,699,2025-09-20,Wallet,Success,0
7825,3832,199,2024-12-12,UPI,Success,0
7826,3103,199,2024-11-13,NetBanking,Success,0
7827,2248,199,2024-11-12,Wallet,Success,0
7828,1153,199,2024-06-01,UPI,Success,0
7829,4638,699,2025-08-24,UPI,Failed,0
7830,1418,699,2025-03-20,Card,Success,0
7831,5236,199,2024-03-06,UPI,Success,0
7832,8899,399,2024-08-18,Wallet,Success,0
7833,3704,699,2024-10-11,Wallet,Success,0
7834,8999,399,2025-12-02,NetBanking,Success,0
7835,7786,199,2025-07-03,Card,Success,0
7836,6957,199,2024-11-24,Wallet,Success,1
7837,605,399,2025-10-04,UPI,Success,1
7838,401,399,2024-05-08,UPI,Success,0
7839,9714,199,2024-06-13,Card,Success,0
7840,3289,699,2024-08-11,UPI,Success,0
7841,2537,199,2024-09-24,Card,Success,0
7842,4803,699,2024-08-06,Card,Success,0
7843,6097,699,2025-03-26,Card,Success,0
7844,5430,399,2025-05-03,NetBanking,Success,0
7845,4968,199,2025-10-11,Wallet,Success,0
7846,5166,399,2024-03-24,NetBanking,Failed,0
7847,7106,699,2024-05-16,UPI,Success,0
7848,1181,199,2024-02-27,Card,Success,1
7849,4656,699,2025-09-01,Wallet,Success,0
7850,7263,399,2025-11-20,UPI,Failed,0
7851,6368,699,2024-02-20,Wallet,Success,0
7852,4817,199,2025-01-05,NetBanking,Success,0
7853,5777,399,2024-07-18,NetBanking,Success,0
7854,2813,699,2025-07-19,Wallet,Success,0
7855,6249,399,2024-06-08,Wallet,Failed,0
7856,11,699,2025-06-14,Wallet,Failed,0
7857,9313,199,2024-08-09,Card,Success,0
7858,1335,199,2025-05-04,NetBanking,Success,0
7859,7481,399,2025-06-18,Wallet,Success,0
7860,3765,399,2025-08-07,Wallet,Success,0
7861,687,399,2025-04-30,UPI,Success,0
7862,8492,699,2024-08-28,Card,Success,0
7863,6125,199,2025-06-22,Card,Success,0
7864,7056,199,2025-03-09,NetBanking,Success,1
7865,3635,199,2024-05-15,Wallet,Success,0
7866,263,199,2025-05-31,Card,Success,0
7867,9620,699,2025-05-31,UPI,Success,0
7868,2514,199,2025-08-01,UPI,Success,0
7869,2851,699,2024-03-15,Wallet,Success,0
7870,8465,399,2025-10-10,Card,Failed,0
7871,6153,199,2025-08-14,Wallet,Success,0
7872,5882,399,2024-11-12,Wallet,Success,0
7873,1269,399,2024-08-04,Wallet,Success,0
7874,687,699,2026-01-09,Wallet,Success,0
7875,6141,699,2025-08-21,NetBanking,Failed,0
7876,2217,699,2024-04-11,UPI,Success,0
7877,7835,699,2026-01-12,Wallet,Success,0
7878,815,399,2024-05-18,Card,Success,0
7879,4798,699,2025-08-04,Card,Success,0
7880,8279,399,2024-10-10,UPI,Success,0
7881,7912,699,2025-08-25,Wallet,Success,0
7882,4489,399,2024-07-04,Card,Success,1
7883,9084,699,2024-09-17,UPI,Success,0
7884,8894,699,2024-02-10,UPI,Success,0
7885,2852,699,2025-04-12,NetBanking,Success,0
7886,2806,399,2024-09-15,NetBanking,Success,0
7887,4956,199,2024-12-16,UPI,Success,0
7888,3308,399,2025-05-17,Card,Success,1
7889,330,199,2024-02-17,UPI,Success,0
7890,4230,399,2025-12-17,Wallet,Success,0
7891,2097,199,2024-06-14,Wallet,Success,1
7892,860,699,2025-03-29,Wallet,Success,0
7893,694,199,2024-10-31,Wallet,Success,1
7894,1983,199,2024-12-21,Card,Success,0
7895,775,199,2025-06-17,Card,Success,0
7896,6250,399,2024-09-28,Wallet,Success,0
7897,7661,199,2024-07-08,Wallet,Success,0
7898,3871,699,2024-11-11,Wallet,Success,0
7899,8308,399,2024-07-19,NetBanking,Success,0
7900,7353,199,2024-05-17,Wallet,Success,0
7901,7582,399,2025-05-17,UPI,Success,0
7902,4824,699,2025-05-05,Wallet,Failed,0
7903,3693,699,2024-03-03,UPI,Success,1
7904,2189,399,2024-07-02,NetBanking,Success,0
7905,2280,699,2025-07-21,Card,Success,1
7906,6685,699,2024-11-12,NetBanking,Success,0
7907,755,699,2026-01-08,Card,Success,0
7908,346,199,2026-01-16,Wallet,Success,0
7909,2370,199,2024-11-21,Card,Success,0
7910,1906,199,2025-10-16,Card,Failed,1
7911,6177,699,2024-02-11,Card,Success,0
7912,8286,699,2025-03-31,UPI,Success,0
7913,5785,699,2025-05-25,Card,Success,0
7914,1857,399,2025-01-10,NetBanking,Success,1
7915,4339,199,2024-06-04,Card,Success,0
7916,2889,199,2025-12-13,Wallet,Success,0
7917,127,399,2024-03-21,NetBanking,Success,0
7918,9491,399,2024-03-28,NetBanking,Success,0
7919,796,199,2025-08-16,UPI,Success,0
7920,6425,699,2024-06-22,Card,Success,1
7921,9835,699,2026-01-29,Card,Success,1
7922,1583,399,2024-07-29,NetBanking,Success,0
7923,6535,399,2025-08-19,NetBanking,Failed,1
7924,286,699,2024-05-21,Card,Success,0
7925,6743,199,2024-07-09,UPI,Failed,0
7926,5058,699,2025-06-26,UPI,Success,0
7927,379,399,2025-07-06,UPI,Success,0
7928,2266,399,2025-10-28,UPI,Success,0
7929,5773,199,2025-05-07,UPI,Success,0
7930,8460,399,2024-07-24,UPI,Success,0
7931,1818,699,2025-11-19,Wallet,Success,0
7932,2566,699,2026-01-23,Card,Success,0
7933,4454,399,2024-12-28,UPI,Success,0
7934,3424,399,2025-10-02,NetBanking,Failed,0
7935,7960,199,2024-08-17,UPI,Success,0
7936,4074,699,2025-03-03,UPI,Success,1
7937,8819,199,2024-12-14,Wallet,Success,0
7938,3968,699,2025-01-31,Wallet,Failed,0
7939,3125,399,2024-03-23,UPI,Success,0
7940,9395,199,2024-03-24,UPI,Success,0
7941,4614,199,2024-09-23,Wallet,Success,0
7942,2597,399,2024-03-20,NetBanking,Failed,1
7943,7395,199,2024-07-29,UPI,Success,0
7944,6655,399,2025-08-14,NetBanking,Success,1
7945,1049,699,2025-03-12,NetBanking,Failed,0
7946,4901,699,2024-06-01,UPI,Success,0
7947,1021,199,2025-10-29,Wallet,Success,0
7948,6253,699,2025-09-09,Wallet,Success,0
7949,1051,199,2025-08-13,Wallet,Success,0
7950,3745,399,2025-12-22,Wallet,Success,1
7951,8484,399,2025-12-05,UPI,Success,0
7952,7826,399,2024-06-02,UPI,Success,0
7953,5266,399,2026-01-06,Wallet,Success,0
7954,7278,199,2025-10-20,Wallet,Success,0
7955,3100,699,2025-03-29,NetBanking,Success,0
7956,6310,199,2025-12-12,NetBanking,Success,0
7957,6091,699,2025-05-12,Card,Success,0
7958,92,199,2024-10-09,Wallet,Success,0
7959,1188,199,2024-07-19,NetBanking,Success,0
7960,1571,199,2025-12-26,NetBanking,Success,0
7961,7188,199,2024-08-20,UPI,Success,0
7962,8573,399,2025-08-12,UPI,Success,0
7963,615,699,2025-08-31,Wallet,Success,0
7964,3264,199,2024-03-02,Card,Success,0
7965,4453,199,2024-09-09,Card,Success,0
7966,8616,399,2025-03-11,Card,Success,0
7967,5318,399,2024-09-28,NetBanking,Success,0
7968,5533,399,2025-07-28,UPI,Success,0
7969,8329,199,2025-05-17,NetBanking,Success,0
7970,5794,699,2024-12-15,Card,Success,1
7971,8172,699,2024-11-22,Card,Success,0
7972,642,699,2024-10-10,NetBanking,Success,0
7973,4982,399,2025-12-15,Card,Success,0
7974,3444,699,2025-12-26,Card,Success,0
7975,5071,199,2024-04-06,Card,Success,0
7976,9051,199,2024-09-10,UPI,Failed,0
7977,7080,699,2025-11-18,Card,Success,0
7978,6179,699,2024-12-25,UPI,Success,0
