CustomerID,Gender,age,Region,JoinDate,CustomerSegment,TenureMonths,DeviceType,SupportTicketsCount
2806,Female,30,East,2021-09-05,Postpaid,53,Android,2
2807,Female,62,East,2023-02-08,Prepaid,36,iOS,2
2808,Female,22,East,2024-09-16,Postpaid,17,Android,2
2809,Female,42,South,2024-11-08,Prepaid,15,Feature Phone,4
2810,Female,54,East,2024-03-06,Prepaid,23,Android,3
2811,Male,42,South,2025-03-03,Prepaid,11,Feature Phone,1
2812,Female,35,North,2024-02-06,Postpaid,24,iOS,5
2813,Male,26,South,2022-06-30,Prepaid,44,Feature Phone,5
2814,Male,49,West,2021-05-28,Postpaid,57,Android,2
2815,Male,34,West,2023-05-27,Prepaid,33,iOS,1
2816,Male,39,West,2021-12-09,Postpaid,50,Feature Phone,1
2817,Female,23,East,2021-02-23,Postpaid,60,Android,5
2818,Female,39,North,2024-04-19,Prepaid,22,iOS,5
2819,Male,59,North,2025-03-17,Prepaid,11,Feature Phone,4
2820,Female,40,South,2025-04-17,Postpaid,9,Android,4
2821,Male,41,North,2024-04-19,Prepaid,22,Feature Phone,1
2822,Male,27,West,2021-02-12,Postpaid,60,Android,3
2823,Male,28,North,2024-08-14,Prepaid,18,Android,3
2824,Female,46,South,2025-05-06,Postpaid,9,Feature Phone,4
2825,Female,52,North,2025-06-16,Prepaid,7,Feature Phone,2
2826,Female,43,East,2025-03-29,Prepaid,10,Feature Phone,2
2827,Male,26,North,2024-11-29,Prepaid,14,Feature Phone,4
2828,Female,43,East,2024-02-08,Postpaid,24,Android,5
2829,Male,32,North,2026-01-04,Prepaid,1,iOS,1
2830,Male,29,South,2023-01-13,Prepaid,37,Feature Phone,3
2831,Female,59,West,2024-04-20,Prepaid,22,Android,2
2832,Male,22,South,2021-04-13,Postpaid,58,Feature Phone,0
2833,Male,63,North,2025-03-19,Postpaid,10,Feature Phone,5
2834,Female,49,North,2021-06-24,Prepaid,56,iOS,3
2835,Male,47,East,2021-06-18,Prepaid,56,Feature Phone,0
2836,Female,47,East,2021-04-14,Prepaid,58,Android,0
2837,Male,37,South,2025-03-16,Postpaid,11,Feature Phone,4
2838,Female,58,South,2023-05-09,Postpaid,33,Feature Phone,5
2839,Male,23,West,2024-12-23,Prepaid,13,Android,0
2840,Male,59,East,2023-06-10,Postpaid,32,Feature Phone,5
2841,Female,46,North,2024-02-29,Postpaid,23,Feature Phone,4
2842,Male,62,East,2022-05-15,Postpaid,45,Android,0
2843,Male,23,West,2023-09-21,Postpaid,29,Android,1
2844,Male,36,West,2024-02-28,Postpaid,23,Android,1
2845,Female,33,West,2025-03-21,Postpaid,10,iOS,2
2846,Female,47,North,2024-12-01,Prepaid,14,Android,5
2847,Female,25,South,2022-09-29,Prepaid,41,Feature Phone,1
2848,Female,19,East,2024-01-08,Postpaid,25,Feature Phone,2
2849,Female,37,North,2023-03-08,Prepaid,35,iOS,0
2850,Male,20,South,2023-11-16,Prepaid,27,Android,2
2851,Female,47,East,2023-06-05,Postpaid,32,Android,5
2852,Male,40,West,2023-10-17,Prepaid,28,Feature Phone,0
2853,Male,26,West,2023-04-03,Prepaid,34,Android,5
2854,Female,45,North,2023-05-17,Prepaid,33,iOS,4
2855,Male,34,West,2025-10-01,Postpaid,4,iOS,4
2856,Female,38,East,2021-08-05,Prepaid,55,Feature Phone,4
2857,Female,23,East,2023-04-03,Postpaid,34,Android,1
2858,Male,63,South,2025-08-16,Postpaid,5,Android,2
2859,Male,59,West,2024-07-23,Prepaid,18,Android,1
2860,Male,20,West,2025-10-03,Prepaid,4,iOS,5
2861,Female,32,South,2025-03-27,Prepaid,10,iOS,3
2862,Female,34,North,2023-12-05,Postpaid,26,Feature Phone,5
2863,Male,37,East,2023-06-16,Prepaid,32,Android,2
2864,Female,23,West,2025-11-02,Prepaid,3,Android,1
2865,Male,51,South,2021-06-18,Prepaid,56,Feature Phone,2
2866,Female,48,East,2021-08-11,Postpaid,54,iOS,4
2867,Female,25,East,2023-07-27,Prepaid,30,iOS,3
2868,Female,47,East,2023-03-21,Postpaid,35,Android,2
2869,Male,22,South,2026-02-07,Prepaid,0,iOS,4
2870,Female,63,East,2025-08-20,Postpaid,5,Feature Phone,4
2871,Male,44,East,2024-11-21,Prepaid,14,Feature Phone,5
2872,Male,26,West,2021-11-13,Prepaid,51,iOS,3
2873,Male,60,East,2021-03-07,Prepaid,60,iOS,0
2874,Male,23,West,2021-05-08,Prepaid,57,Feature Phone,1
2875,Female,37,South,2024-06-05,Prepaid,20,iOS,5
2876,Male,58,South,2021-03-30,Prepaid,59,iOS,2
2877,Male,59,West,2025-06-01,Prepaid,8,Feature Phone,0
2878,Female,41,East,2022-12-05,Postpaid,38,Feature Phone,5
2879,Male,27,West,2024-05-06,Postpaid,21,Feature Phone,0
2880,Female,63,North,2023-06-11,Postpaid,32,Android,5
2881,Male,26,North,2021-06-26,Postpaid,56,iOS,5
2882,Female,56,West,2022-03-18,Prepaid,47,iOS,4
2883,Female,35,South,2025-02-24,Postpaid,11,Feature Phone,0
2884,Male,33,North,2021-08-25,Postpaid,54,Feature Phone,4
2885,Female,27,South,2025-09-12,Prepaid,5,iOS,1
2886,Male,57,South,2021-04-11,Prepaid,58,iOS,3
2887,Male,37,North,2023-02-17,Prepaid,36,iOS,3
2888,Female,64,West,2022-07-09,Prepaid,43,Android,4
2889,Male,51,West,2022-12-02,Postpaid,38,Feature Phone,5
2890,Male,52,West,2022-11-15,Postpaid,39,iOS,3
2891,Female,30,South,2024-08-02,Postpaid,18,iOS,1
2892,Male,27,East,2024-11-21,Postpaid,14,Android,3
2893,Male,29,South,2025-04-06,Prepaid,10,iOS,5
2894,Male,24,East,2022-10-24,Prepaid,40,iOS,4
2895,Male,41,East,2022-01-02,Postpaid,50,Android,4
2896,Female,36,West,2021-06-23,Prepaid,56,Feature Phone,0
2897,Female,47,West,2021-12-30,Prepaid,50,Feature Phone,1
2898,Male,64,West,2023-03-20,Postpaid,35,Android,1
2899,Female,33,West,2025-10-27,Postpaid,3,Android,1
2900,Female,55,East,2025-05-29,Prepaid,8,Android,3
2901,Male,39,North,2026-02-03,Postpaid,0,iOS,5
2902,Male,56,South,2023-06-01,Prepaid,32,Feature Phone,5
2903,Male,30,North,2022-01-01,Postpaid,50,iOS,4
2904,Male,30,West,2024-09-01,Prepaid,17,Android,1
2905,Female,51,East,2023-05-22,Prepaid,33,Android,4
2906,Female,18,South,2025-10-26,Postpaid,3,Feature Phone,1
2907,Male,48,North,2023-01-28,Postpaid,36,Feature Phone,0
2908,Male,20,South,2024-10-07,Prepaid,16,iOS,1
2909,Female,30,North,2022-10-18,Postpaid,40,iOS,0
2910,Male,49,West,2023-07-13,Postpaid,31,Android,5
2911,Male,40,West,2024-06-28,Prepaid,19,Android,1
2912,Male,59,North,2021-03-25,Postpaid,59,Feature Phone,4
2913,Male,33,East,2022-06-01,Postpaid,45,Android,5
2914,Female,61,West,2025-09-20,Postpaid,4,Feature Phone,3
2915,Female,27,West,2025-08-13,Prepaid,6,Android,1
2916,Male,42,East,2021-11-19,Postpaid,51,Android,4
2917,Female,33,East,2023-12-17,Prepaid,26,Feature Phone,0
2918,Male,43,North,2022-02-28,Prepaid,48,iOS,3
2919,Male,27,West,2024-10-30,Postpaid,15,Android,5
2920,Male,55,East,2024-05-09,Postpaid,21,iOS,4
2921,Male,65,East,2024-12-08,Postpaid,14,iOS,2
2922,Female,32,West,2026-01-05,Prepaid,1,iOS,1
2923,Female,58,North,2025-03-25,Postpaid,10,Android,1
2924,Male,34,East,2025-02-10,Prepaid,12,Feature Phone,2
2925,Female,19,West,2021-04-20,Prepaid,58,iOS,0
2926,Male,32,South,2025-05-13,Prepaid,9,iOS,1
2927,Male,64,South,2021-11-09,Prepaid,51,Feature Phone,1
2928,Female,46,South,2025-04-14,Prepaid,10,iOS,2
2929,Female,50,East,2023-11-04,Postpaid,27,iOS,3
2930,Male,32,East,2022-07-17,Postpaid,43,Android,2
2931,Female,62,South,2024-09-01,Postpaid,17,iOS,1
2932,Female,42,South,2021-09-30,Postpaid,53,Feature Phone,3
2933,Male,22,East,2024-04-01,Prepaid,22,iOS,5
2934,Male,26,South,2021-04-02,Prepaid,59,Feature Phone,4
2935,Male,30,North,2021-09-22,Prepaid,53,Feature Phone,5
2936,Male,64,South,2024-08-31,Prepaid,17,Feature Phone,1
2937,Female,28,East,2021-11-20,Prepaid,51,Feature Phone,1
2938,Female,24,East,2024-11-16,Postpaid,15,iOS,0
2939,Female,24,West,2025-10-28,Prepaid,3,Feature Phone,2
2940,Female,31,West,2024-03-21,Prepaid,23,Android,3
2941,Male,47,East,2024-04-30,Postpaid,21,Feature Phone,1
2942,Female,55,East,2022-05-24,Postpaid,45,Feature Phone,1
2943,Female,41,East,2024-08-10,Postpaid,18,Android,4
2944,Male,62,West,2025-06-25,Postpaid,7,Android,3
2945,Male,55,North,2025-10-03,Postpaid,4,iOS,5
2946,Female,60,South,2024-11-24,Prepaid,14,iOS,4
2947,Male,46,North,2024-06-21,Prepaid,19,Feature Phone,0
2948,Male,25,East,2023-06-30,Postpaid,31,Android,4
2949,Male,58,South,2023-09-05,Postpaid,29,Feature Phone,5
2950,Female,33,East,2025-08-06,Prepaid,6,iOS,1
2951,Male,46,North,2023-08-16,Postpaid,30,Feature Phone,5
2952,Male,25,North,2023-06-18,Prepaid,32,Feature Phone,3
2953,Female,24,North,2021-10-19,Postpaid,52,iOS,0
2954,Female,58,East,2024-06-04,Prepaid,20,Feature Phone,3
2955,Female,36,East,2024-11-23,Postpaid,14,Feature Phone,0
2956,Male,54,West,2023-02-27,Prepaid,35,iOS,3
2957,Male,52,East,2023-09-22,Prepaid,29,Android,0
2958,Female,62,North,2021-11-12,Postpaid,51,Android,1
2959,Male,65,South,2024-08-13,Postpaid,18,Android,0
2960,Male,61,South,2023-07-27,Postpaid,30,Feature Phone,4
2961,Male,37,North,2021-07-01,Prepaid,56,Android,4
2962,Male,54,East,2022-12-18,Postpaid,38,iOS,2
2963,Female,62,North,2023-11-01,Postpaid,27,Android,2
2964,Female,40,East,2021-06-28,Prepaid,56,Android,1
2965,Female,43,North,2024-03-29,Prepaid,22,iOS,3
2966,Female,45,South,2021-03-26,Postpaid,59,Android,1
2967,Male,46,West,2022-05-06,Postpaid,45,iOS,3
2968,Male,33,West,2023-12-29,Postpaid,25,Android,1
2969,Male,29,West,2021-12-19,Postpaid,50,iOS,0
2970,Female,52,East,2023-06-08,Prepaid,32,iOS,3
2971,Female,59,South,2025-12-05,Prepaid,2,Android,4
2972,Female,40,West,2022-01-09,Postpaid,49,iOS,1
2973,Male,62,East,2023-05-15,Prepaid,33,Feature Phone,0
2974,Male,27,East,2026-01-15,Postpaid,0,Android,0
2975,Male,47,North,2024-04-27,Postpaid,21,iOS,1
2976,Female,19,North,2022-05-01,Postpaid,46,Feature Phone,2
2977,Female,40,West,2023-09-08,Postpaid,29,iOS,4
2978,Female,27,East,2021-02-26,Postpaid,60,Feature Phone,2
2979,Female,34,East,2024-10-21,Prepaid,15,Feature Phone,4
2980,Female,31,North,2023-08-21,Prepaid,30,Feature Phone,3
2981,Male,53,South,2025-02-08,Postpaid,12,Feature Phone,0
2982,Female,43,South,2025-12-17,Postpaid,1,Feature Phone,0
2983,Female,54,South,2023-05-25,Prepaid,33,iOS,4
2984,Male,27,East,2021-08-18,Prepaid,54,Android,5
2985,Male,28,North,2022-12-20,Prepaid,38,iOS,0
2986,Male,64,East,2023-07-29,Prepaid,30,Android,3
2987,Female,44,West,2024-10-24,Postpaid,15,Android,1
2988,Male,22,South,2021-11-04,Prepaid,51,Android,0
2989,Female,56,South,2025-12-02,Prepaid,2,Android,1
2990,Female,24,South,2021-06-11,Prepaid,56,Feature Phone,4
2991,Male,47,West,2025-04-09,Prepaid,10,iOS,3
2992,Female,40,North,2025-02-19,Prepaid,11,Android,4
2993,Male,40,North,2021-07-25,Postpaid,55,Android,4
2994,Female,42,West,2024-10-08,Postpaid,16,Feature Phone,4
2995,Male,51,East,2021-05-29,Prepaid,57,iOS,1
2996,Female,29,East,2024-07-17,Postpaid,19,Feature Phone,0
2997,Male,36,South,2022-12-08,Postpaid,38,Android,1
2998,Female,27,South,2024-08-09,Prepaid,18,iOS,4
2999,Female,38,East,2025-02-11,Prepaid,12,iOS,2
3000,Female,49,North,2025-02-19,Prepaid,11,iOS,4
3001,Male,57,North,2024-07-03,Postpaid,19,iOS,0
3002,Male,48,South,2021-09-12,Postpaid,53,iOS,1
3003,Male,43,North,2021-04-06,Prepaid,59,Android,2
3004,Male,28,South,2024-03-10,Prepaid,23,iOS,5
3005,Male,20,West,2025-01-12,Prepaid,13,iOS,4
3006,Male,18,East,2024-10-27,Prepaid,15,Android,4
3007,Female,58,North,2024-01-13,Prepaid,25,Android,3
3008,Male,43,South,2023-12-08,Prepaid,26,Feature Phone,3
3009,Male,44,North,2022-10-25,Prepaid,40,Android,0
3010,Female,40,West,2022-08-22,Prepaid,42,Feature Phone,4
3011,Male,45,East,2021-07-04,Postpaid,56,Android,3
3012,Female,43,South,2021-09-21,Postpaid,53,Android,5
3013,Female,29,North,2024-08-03,Postpaid,18,Android,3
3014,Male,18,East,2025-01-01,Postpaid,13,Android,0
3015,Male,23,South,2022-07-03,Postpaid,43,iOS,2
3016,Male,45,North,2024-07-11,Prepaid,19,Android,1
3017,Female,60,South,2024-08-27,Prepaid,17,Android,4
3018,Female,43,North,2023-07-19,Postpaid,31,Android,1
3019,Male,64,East,2024-10-19,Postpaid,15,iOS,2
3020,Male,48,East,2022-07-29,Postpaid,43,Android,0
3021,Male,47,West,2024-09-04,Postpaid,17,iOS,3
3022,Male,56,South,2024-03-13,Prepaid,23,Android,0
3023,Female,28,North,2025-07-31,Postpaid,6,Feature Phone,1
3024,Female,64,East,2021-06-12,Postpaid,56,Android,2
3025,Male,47,South,2025-08-12,Postpaid,6,iOS,5
3026,Female,58,West,2021-03-15,Prepaid,59,Android,3
3027,Female,56,South,2025-04-22,Prepaid,9,iOS,3
3028,Female,34,East,2026-01-09,Postpaid,1,Feature Phone,0
3029,Female,51,East,2024-01-12,Prepaid,25,Android,1
3030,Female,60,North,2024-02-16,Postpaid,24,Feature Phone,5
3031,Female,46,East,2025-06-22,Postpaid,7,Feature Phone,3
3032,Male,52,East,2025-03-31,Postpaid,10,Android,2
3033,Male,62,North,2025-11-01,Prepaid,3,Feature Phone,1
3034,Female,20,East,2024-08-24,Postpaid,17,Android,2
3035,Male,53,West,2022-05-14,Prepaid,45,iOS,5
3036,Male,23,East,2025-10-11,Postpaid,4,Android,2
3037,Female,21,South,2023-06-26,Postpaid,32,Android,3
3038,Male,22,South,2023-06-25,Prepaid,32,Android,2
3039,Female,34,East,2023-08-25,Postpaid,30,Feature Phone,0
3040,Female,23,West,2022-03-24,Postpaid,47,Android,3
3041,Female,65,South,2025-09-06,Postpaid,5,Android,4
3042,Female,36,East,2023-01-21,Postpaid,37,Feature Phone,2
3043,Female,22,North,2025-12-19,Prepaid,1,Android,2
3044,Male,47,North,2025-07-02,Postpaid,7,Android,2
3045,Female,59,West,2022-05-15,Postpaid,45,iOS,2
3046,Male,24,South,2025-12-16,Postpaid,1,Android,0
3047,Female,49,West,2025-02-12,Postpaid,12,Feature Phone,5
3048,Male,56,East,2025-04-26,Prepaid,9,iOS,0
3049,Female,60,South,2025-11-10,Postpaid,3,iOS,3
3050,Male,44,East,2023-08-29,Postpaid,29,Feature Phone,5
3051,Male,56,East,2024-10-02,Prepaid,16,iOS,3
3052,Female,33,West,2023-05-16,Prepaid,33,Android,1
3053,Male,27,West,2025-12-26,Postpaid,1,iOS,2
3054,Male,42,South,2022-01-22,Prepaid,49,iOS,4
3055,Female,51,South,2022-03-11,Prepaid,47,Android,1
3056,Female,43,North,2021-12-12,Prepaid,50,Android,4
3057,Male,60,South,2022-08-14,Prepaid,42,Feature Phone,0
3058,Male,31,West,2024-08-05,Prepaid,18,Android,4
3059,Male,18,East,2022-09-25,Prepaid,41,Android,0
3060,Male,24,West,2024-10-21,Prepaid,15,iOS,1
3061,Male,65,South,2022-08-04,Prepaid,42,Android,2
3062,Female,32,East,2024-01-14,Prepaid,25,iOS,3
3063,Male,34,South,2021-02-25,Postpaid,60,Android,1
3064,Male,37,West,2023-11-13,Postpaid,27,Android,2
3065,Female,47,South,2021-05-09,Prepaid,57,iOS,4
3066,Female,61,South,2022-07-29,Prepaid,43,Feature Phone,1
3067,Female,30,South,2022-06-17,Prepaid,44,Android,2
3068,Female,64,South,2021-08-11,Prepaid,54,Android,5
3069,Female,61,East,2023-05-22,Postpaid,33,iOS,0
3070,Male,21,North,2023-08-12,Prepaid,30,Android,3
3071,Male,65,West,2023-10-27,Postpaid,27,Feature Phone,0
3072,Female,34,North,2025-11-05,Prepaid,3,Android,5
3073,Female,52,East,2021-04-20,Postpaid,58,Feature Phone,0
3074,Female,62,East,2022-09-05,Prepaid,41,Android,1
3075,Male,25,North,2024-07-26,Postpaid,18,iOS,0
3076,Male,60,South,2023-09-03,Prepaid,29,Android,2
3077,Female,28,South,2024-01-22,Postpaid,25,Feature Phone,3
3078,Female,47,North,2025-11-04,Postpaid,3,iOS,1
3079,Female,43,East,2024-03-17,Prepaid,23,iOS,1
3080,Female,38,East,2025-09-19,Postpaid,4,iOS,3
3081,Female,46,South,2023-12-25,Prepaid,25,Android,1
3082,Female,61,North,2021-10-13,Postpaid,52,Android,2
3083,Female,38,North,2022-08-03,Prepaid,42,Feature Phone,2
3084,Male,48,West,2022-04-04,Postpaid,46,Feature Phone,0
3085,Female,60,West,2024-02-11,Prepaid,24,iOS,5
3086,Male,43,North,2025-03-26,Postpaid,10,Feature Phone,1
3087,Male,23,West,2021-12-18,Postpaid,50,Feature Phone,2
3088,Male,63,East,2023-11-22,Prepaid,27,iOS,2
3089,Female,60,South,2022-07-12,Prepaid,43,iOS,5
3090,Female,47,East,2024-03-15,Postpaid,23,Feature Phone,2
3091,Male,57,West,2024-12-16,Prepaid,14,Android,0
3092,Male,26,North,2024-11-17,Postpaid,15,iOS,3
3093,Male,35,North,2022-03-28,Prepaid,47,iOS,5
3094,Male,26,West,2022-08-02,Prepaid,42,Feature Phone,4
3095,Male,35,West,2022-10-23,Postpaid,40,Feature Phone,0
3096,Female,45,East,2023-12-01,Postpaid,26,iOS,1
3097,Female,41,East,2024-11-07,Postpaid,15,Android,2
3098,Female,18,East,2024-04-16,Prepaid,22,Feature Phone,0
3099,Male,20,South,2022-10-19,Postpaid,40,Feature Phone,4
3100,Female,65,North,2021-04-05,Postpaid,59,Android,2
3101,Female,21,East,2024-09-29,Prepaid,16,Android,3
3102,Female,42,South,2024-07-02,Postpaid,19,iOS,4
3103,Male,35,South,2023-08-25,Prepaid,30,iOS,0
3104,Female,35,West,2024-05-03,Postpaid,21,Android,0
3105,Male,25,West,2021-10-15,Prepaid,52,Feature Phone,3
3106,Male,63,North,2025-04-30,Postpaid,9,Feature Phone,3
3107,Female,63,North,2022-08-05,Postpaid,42,Feature Phone,0
3108,Male,19,North,2025-10-19,Prepaid,3,Feature Phone,1
3109,Male,35,North,2021-08-11,Postpaid,54,Android,3
3110,Male,51,South,2021-05-01,Prepaid,58,Feature Phone,2
3111,Male,43,West,2023-07-23,Prepaid,31,Android,4
3112,Female,46,East,2022-05-03,Prepaid,45,iOS,5
3113,Female,29,West,2025-03-23,Prepaid,10,Feature Phone,1
3114,Female,54,East,2025-07-14,Postpaid,7,Android,0
3115,Male,41,South,2022-08-03,Prepaid,42,Android,2
3116,Male,42,North,2024-03-14,Prepaid,23,Feature Phone,4
3117,Male,47,South,2022-04-11,Postpaid,46,Feature Phone,5
3118,Female,54,North,2025-09-26,Postpaid,4,Android,3
3119,Female,59,West,2024-06-24,Prepaid,19,Feature Phone,4
3120,Male,34,North,2021-02-24,Postpaid,60,iOS,4
3121,Male,29,North,2024-09-08,Prepaid,17,iOS,1
3122,Female,32,South,2022-06-06,Prepaid,44,Feature Phone,0
3123,Male,52,South,2025-08-01,Prepaid,6,iOS,5
3124,Male,19,North,2026-01-04,Postpaid,1,iOS,0
3125,Female,22,West,2024-11-08,Prepaid,15,iOS,5
3126,Male,38,East,2023-09-30,Prepaid,28,iOS,4
3127,Female,62,East,2024-07-14,Prepaid,19,Feature Phone,5
3128,Female,59,West,2023-04-04,Postpaid,34,Android,1
3129,Female,51,North,2023-10-13,Prepaid,28,iOS,0
3130,Female,39,East,2022-02-12,Postpaid,48,Feature Phone,1
3131,Male,51,West,2021-06-06,Postpaid,57,Feature Phone,2
3132,Male,21,South,2023-07-23,Postpaid,31,iOS,0
3133,Male,23,West,2025-01-12,Postpaid,13,iOS,3
3134,Male,25,East,2024-01-29,Prepaid,24,iOS,0
3135,Male,45,East,2022-10-09,Prepaid,40,Android,3
3136,Female,22,West,2025-08-28,Prepaid,5,Android,5
3137,Female,62,North,2022-10-03,Prepaid,40,iOS,3
3138,Male,22,South,2023-12-29,Postpaid,25,Feature Phone,2
3139,Male,31,North,2023-12-12,Prepaid,26,iOS,5
3140,Male,49,North,2025-11-30,Postpaid,2,iOS,0
3141,Female,26,South,2025-07-28,Prepaid,6,Android,0
3142,Female,38,East,2025-02-17,Postpaid,11,Android,5
3143,Male,35,East,2023-04-20,Postpaid,34,iOS,4
3144,Male,25,North,2023-12-25,Postpaid,25,iOS,2
3145,Female,48,East,2023-07-25,Postpaid,31,Feature Phone,3
3146,Male,50,South,2023-12-12,Prepaid,26,Feature Phone,2
3147,Female,59,East,2025-04-28,Postpaid,9,iOS,5
3148,Female,18,West,2024-02-06,Prepaid,24,Feature Phone,3
3149,Female,44,East,2022-04-21,Postpaid,46,Feature Phone,1
3150,Male,28,North,2025-06-16,Prepaid,7,iOS,0
3151,Female,27,South,2022-09-16,Postpaid,41,Feature Phone,5
3152,Female,55,South,2022-09-17,Prepaid,41,iOS,1
3153,Male,60,West,2021-12-17,Postpaid,50,Android,3
3154,Male,29,North,2023-08-06,Postpaid,30,iOS,0
3155,Female,46,West,2022-04-04,Postpaid,46,Feature Phone,4
3156,Female,25,North,2026-01-29,Postpaid,0,Feature Phone,0
3157,Female,20,West,2024-07-27,Postpaid,18,iOS,5
3158,Female,43,North,2024-11-01,Postpaid,15,Feature Phone,5
3159,Male,21,West,2025-12-20,Prepaid,1,iOS,3
3160,Male,54,East,2022-10-14,Prepaid,40,Feature Phone,2
3161,Female,26,East,2025-08-08,Prepaid,6,Feature Phone,2
3162,Male,35,West,2024-03-13,Prepaid,23,Feature Phone,1
3163,Male,51,North,2022-01-06,Prepaid,49,Feature Phone,5
3164,Female,39,East,2021-03-05,Prepaid,60,Feature Phone,2
3165,Female,45,North,2024-05-13,Postpaid,21,iOS,2
3166,Male,56,East,2025-12-16,Postpaid,1,iOS,2
3167,Female,22,North,2025-04-28,Prepaid,9,Android,2
3168,Female,45,West,2024-06-18,Postpaid,20,Android,3
3169,Female,36,East,2023-06-06,Prepaid,32,iOS,5
3170,Male,19,South,2023-10-03,Prepaid,28,Feature Phone,2
3171,Male,52,North,2021-03-24,Postpaid,59,Feature Phone,0
3172,Male,60,South,2024-08-08,Prepaid,18,iOS,4
3173,Female,20,West,2023-09-02,Prepaid,29,Android,4
3174,Male,34,East,2021-03-07,Prepaid,60,Android,1
3175,Female,41,North,2024-02-08,Prepaid,24,Android,3
3176,Male,37,East,2025-12-14,Prepaid,1,iOS,3
3177,Male,34,East,2025-08-08,Postpaid,6,Android,4
3178,Male,18,West,2025-12-08,Postpaid,2,iOS,4
3179,Male,34,West,2023-08-31,Prepaid,29,Feature Phone,3
3180,Female,39,East,2024-08-05,Postpaid,18,iOS,1
3181,Male,27,West,2022-01-26,Prepaid,49,Android,2
3182,Male,36,East,2022-04-27,Prepaid,46,iOS,1
3183,Male,18,West,2022-07-06,Postpaid,43,iOS,4
3184,Female,38,West,2021-10-11,Prepaid,52,Android,1
3185,Male,46,South,2025-03-21,Prepaid,10,Android,0
3186,Female,44,South,2023-12-27,Postpaid,25,Android,3
3187,Female,61,South,2023-03-27,Prepaid,35,Feature Phone,0
3188,Male,35,North,2024-03-21,Postpaid,23,iOS,3
3189,Female,45,East,2022-04-22,Prepaid,46,Feature Phone,4
3190,Male,38,South,2024-11-07,Postpaid,15,iOS,0
3191,Female,35,South,2023-06-01,Prepaid,32,iOS,3
3192,Female,60,East,2023-08-18,Postpaid,30,Android,4
3193,Male,54,North,2024-06-22,Postpaid,19,Android,0
3194,Male,55,West,2025-06-06,Postpaid,8,iOS,3
3195,Male,23,East,2021-04-23,Postpaid,58,iOS,3
3196,Male,51,North,2021-05-22,Postpaid,57,Feature Phone,4
3197,Male,65,North,2023-08-16,Prepaid,30,Android,1
3198,Male,51,North,2025-10-06,Postpaid,4,iOS,3
3199,Male,47,South,2022-11-10,Postpaid,39,iOS,5
3200,Female,55,West,2024-02-19,Prepaid,24,iOS,2
3201,Male,20,West,2022-03-12,Postpaid,47,Feature Phone,1
3202,Male,53,West,2022-08-14,Prepaid,42,iOS,0
3203,Male,24,West,2021-03-07,Prepaid,60,Android,1
3204,Female,19,South,2023-10-17,Postpaid,28,Android,0
3205,Male,25,South,2023-02-10,Postpaid,36,iOS,3
3206,Male,42,East,2022-07-13,Prepaid,43,Android,1
3207,Male,20,East,2023-08-05,Postpaid,30,Feature Phone,0
3208,Male,51,North,2023-10-21,Prepaid,28,Feature Phone,3
3209,Male,18,South,2021-03-15,Postpaid,59,iOS,4
3210,Female,33,South,2023-01-25,Prepaid,37,Android,5
3211,Female,50,West,2026-01-28,Postpaid,0,iOS,4
3212,Male,35,East,2024-09-18,Postpaid,17,Feature Phone,2
3213,Female,37,North,2021-10-14,Postpaid,52,Feature Phone,3
3214,Male,38,West,2023-11-26,Postpaid,26,iOS,5
3215,Male,36,South,2025-11-07,Postpaid,3,iOS,3
3216,Female,29,South,2023-02-06,Prepaid,36,Feature Phone,3
3217,Female,29,South,2022-04-10,Prepaid,46,iOS,2
3218,Female,59,North,2022-02-08,Postpaid,48,iOS,4
3219,Female,56,East,2023-09-23,Prepaid,29,Feature Phone,5
3220,Female,55,East,2023-10-03,Prepaid,28,Feature Phone,1
3221,Male,26,South,2023-08-13,Prepaid,30,Feature Phone,3
3222,Male,65,North,2024-09-20,Prepaid,16,iOS,2
3223,Female,28,East,2021-10-27,Prepaid,52,Android,0
3224,Female,40,East,2024-11-02,Prepaid,15,Feature Phone,5
3225,Female,36,North,2023-06-11,Postpaid,32,Feature Phone,5
3226,Male,40,North,2024-10-10,Prepaid,16,Feature Phone,4
3227,Male,19,South,2022-05-26,Prepaid,45,Android,0
3228,Male,34,West,2022-08-06,Prepaid,42,iOS,2
3229,Female,59,South,2025-06-08,Postpaid,8,Android,5
3230,Female,61,East,2025-12-09,Prepaid,2,Feature Phone,3
3231,Male,46,West,2023-11-23,Prepaid,27,Android,1
3232,Male,55,East,2023-06-10,Postpaid,32,Feature Phone,2
3233,Female,57,South,2023-04-28,Prepaid,33,Android,3
3234,Female,49,East,2021-10-21,Prepaid,52,Android,3
3235,Female,21,South,2022-03-24,Postpaid,47,Feature Phone,4
3236,Female,52,South,2021-06-29,Prepaid,56,Feature Phone,0
3237,Male,53,West,2025-05-10,Postpaid,9,Feature Phone,2
3238,Male,56,East,2021-03-24,Postpaid,59,Android,5
3239,Male,32,East,2023-11-06,Postpaid,27,Feature Phone,3
3240,Male,23,East,2022-04-09,Postpaid,46,Android,5
3241,Female,36,North,2024-11-06,Postpaid,15,Android,4
3242,Female,37,East,2022-01-21,Prepaid,49,Android,0
3243,Female,62,East,2025-05-21,Prepaid,8,iOS,5
3244,Male,50,North,2022-01-10,Postpaid,49,Feature Phone,3
3245,Female,48,West,2022-07-22,Postpaid,43,Feature Phone,5
